x_m,z_m
3.6,-0.7787897806190506
3.6,-0.7957618340322963
3.6,-0.8127338874455527
3.6,-0.8297059408587978
3.6,-0.8466779942720515
3.6,-0.8636500476853036
3.6,-0.8806221010985579
3.6,-0.897594154511802
3.6,-0.9145662079250477
3.6,-0.9315382613383015
3.6,-0.9485103147515561
3.6,-0.9654823681648095
3.6,-0.9824544215780641
3.6,-0.9994264749913161
3.6,-1.0163985284045698
3.6,-1.033370581817827
3.6,-1.0503426352310798
3.6,-1.067314688644332
3.6,-1.0842867420575844
3.6,-1.1012587954708408
3.5895680784107777,-1.1057985817665936
3.572853865609994,-1.1028514327183725
3.556139652809212,-1.0999042836701518
3.539425440008429,-1.0969571346219307
3.522711227207646,-1.0940099855737098
3.505997014406863,-1.0910628365254886
3.489282801606081,-1.0881156874772677
3.4725685888052973,-1.0851685384290466
3.455854376004515,-1.0822213893808257
3.439140163203732,-1.0792742403326048
3.4224259504029497,-1.0763270912843839
3.4057117376021675,-1.073379942236163
3.388997524801384,-1.0704327931879418
3.3722833120006013,-1.067485644139721
3.355569099199818,-1.0645384950914998
3.338854886399036,-1.0615913460432789
3.3221406735982524,-1.0586441969950577
3.30542646079747,-1.0556970479468368
3.288712247996687,-1.0527498988986157
3.2719980351959044,-1.0498027498503948
3.255283822395121,-1.0468556008021737
3.2385696095943386,-1.0439084517539527
3.2218553967935555,-1.0409613027057318
3.2051411839927733,-1.038014153657511
3.18842697119199,-1.03506700460929
3.1717127583912075,-1.032119855561069
3.1549985455904253,-1.0291727065128482
3.138284332789642,-1.026225557464627
3.1215701199888595,-1.023278408416406
3.1048559071880764,-1.020331259368185
3.088141694387294,-1.017384110319964
3.0714274815865106,-1.014436961271743
3.054713268785728,-1.0114898122235219
3.037999055984945,-1.008542663175301
3.0212848431841626,-1.00559551412708
3.0045706303833795,-1.002648365078859
2.987856429347415,-0.9997011493114413
2.971142258893178,-0.9967537601126741
2.954428088438942,-0.9938063709139071
2.937713917984705,-0.99085898171514
2.920999737395543,-0.9879116499923223
2.90428552459476,-0.9849645009441013
2.8875713117939776,-0.9820173518958804
2.8708570989931954,-0.9790702028476594
2.854142886192412,-0.9761230537994383
2.837428673391629,-0.9731759047512174
2.820714460590846,-0.9702287557029964
2.804000247790064,-0.9672816066547755
2.7872860349892803,-0.9643344576065543
2.770571822188498,-0.9613873085583333
2.753857609387715,-0.9584401595101123
2.7371433965869323,-0.9554930104618914
2.7204291837861487,-0.9525458614136703
2.7037149709853665,-0.9495987123654493
2.6870007581845834,-0.9466515633172283
2.670286545383801,-0.9437044142690074
2.653572332583018,-0.9407572652207864
2.6368581197822354,-0.9378101161725655
2.6201439069814523,-0.9348629671243445
2.60342969418067,-0.9319158180761236
2.5867154813798874,-0.9289686690279025
2.5700012685791043,-0.9260215199796815
2.553287055778322,-0.9230743709314606
2.5365728429775385,-0.9201272218832395
2.5198651064231723,-0.9171559030203705
2.5039165829206538,-0.9113511467677872
2.487968059418136,-0.9055463905152041
2.472019535915617,-0.8997416342626208
2.4560710124130996,-0.8939368780100377
2.440122488910581,-0.8881321217574544
2.424173965408063,-0.8823273655048712
2.4082254419055444,-0.8765226092522879
2.392276918403027,-0.8707178529997048
2.376328394900508,-0.8649130967471215
2.3603798757243215,-0.8591083286080792
2.344431384766339,-0.8533034829404137
2.3284828938083555,-0.8474986372727479
2.312534402850373,-0.8416937916050825
